Item1,Item2,Item3,Item4,BestItem,WorstItem
928,569,255,270,270,928
928,569,255,270,270,928
944,327,698,89,944,698
944,327,698,89,89,698
265,491,101,304,101,265
265,491,101,304,101,265
265,491,101,304,101,304
352,530,706,262,352,706
352,530,706,262,262,706
352,530,706,262,262,706
162,668,893,535,893,535
162,668,893,535,893,162
162,668,893,535,535,893
459,1,432,247,432,247
459,1,432,247,432,247
459,1,432,247,247,459
479,934,927,197,934,927
479,934,927,197,197,927
479,934,927,197,934,927
940,252,802,240,240,940
940,252,802,240,252,940
940,252,802,240,240,940
833,970,742,218,970,742
833,970,742,218,218,833
833,970,742,218,970,742
949,367,451,219,367,451
949,367,451,219,367,451
949,367,451,219,367,219
681,384,456,126,126,681
681,384,456,126,126,681
681,384,456,126,126,681
954,831,205,19,19,954
954,831,205,19,19,954
954,831,205,19,205,831
178,152,865,65,178,865
178,152,865,65,865,65
178,152,865,65,865,65
245,11,763,84,11,763
245,11,763,84,11,763
620,626,462,258,258,620
620,626,462,258,626,620
840,103,672,612,103,840
840,103,672,612,103,840
396,432,521,153,432,396
396,432,521,153,432,396
505,234,551,259,259,234
505,234,551,259,234,259
559,775,152,725,152,559
559,775,152,725,775,559
522,42,833,592,42,833
522,42,833,592,522,833
776,947,628,166,947,166
776,947,628,166,776,166
200,587,354,408,200,587
200,587,354,408,200,587
420,21,476,344,344,21
420,21,476,344,476,420
420,21,476,344,21,420
31,535,951,583,31,535
31,535,951,583,31,583
31,535,951,583,31,535
201,962,734,771,771,962
201,962,734,771,962,201
201,962,734,771,201,771
157,76,647,387,387,647
157,76,647,387,76,157
157,76,647,387,76,157
278,541,390,285,390,278
278,541,390,285,541,278
278,541,390,285,390,278
304,293,730,370,304,730
304,293,730,370,293,730
304,293,730,370,304,730
332,179,272,98,179,332
332,179,272,98,98,179
332,179,272,98,179,332
497,886,523,878,497,886
497,886,523,878,497,886
497,886,523,878,523,886
303,822,817,306,306,817
303,822,817,306,306,303
303,822,817,306,306,303
829,414,766,61,829,766
829,414,766,61,61,414
829,414,766,61,829,766
697,781,142,688,142,688
697,781,142,688,142,688
697,781,142,688,142,781
530,645,540,936,540,936
530,645,540,936,540,530
579,870,721,180,579,870
579,870,721,180,579,870
295,893,41,938,938,41
295,893,41,938,893,295
142,292,732,56,292,732
142,292,732,56,56,732
509,288,432,583,432,583
509,288,432,583,288,583
410,257,37,615,410,615
410,257,37,615,257,615
731,744,306,935,306,744
731,744,306,935,306,731
593,302,408,80,593,408
593,302,408,80,593,302
147,85,568,287,85,147
147,85,568,287,85,287
341,838,968,928,341,838
341,838,968,928,341,838
341,838,968,928,968,838
722,610,596,528,610,722
722,610,596,528,610,528
722,610,596,528,596,528
872,682,495,223,495,682
872,682,495,223,495,872
872,682,495,223,495,223
471,9,612,67,67,612
471,9,612,67,9,612
471,9,612,67,67,471
807,787,424,839,424,787
807,787,424,839,787,807
807,787,424,839,424,807
834,484,355,632,632,484
834,484,355,632,632,484
834,484,355,632,632,484
547,422,390,245,390,422
547,422,390,245,245,390
547,422,390,245,547,422
81,199,918,190,918,81
81,199,918,190,918,81
81,199,918,190,918,81
678,77,326,280,678,280
678,77,326,280,326,678
678,77,326,280,77,678
55,857,310,430,430,857
55,857,310,430,430,857
55,857,310,430,55,857
614,577,210,606,210,614
614,577,210,606,210,614
614,577,210,606,210,606
684,957,146,614,146,957
684,957,146,614,146,614
205,8,751,915,205,751
205,8,751,915,205,915
363,189,729,725,189,363
363,189,729,725,363,189
823,106,726,89,89,823
823,106,726,89,89,726
516,717,393,410,410,516
516,717,393,410,410,717
233,712,108,768,108,712
233,712,108,768,233,712
918,315,687,156,918,156
918,315,687,156,918,156
148,777,745,999,148,999
148,777,745,999,148,745
673,351,975,386,386,673
673,351,975,386,386,673
795,985,279,698,279,698
795,985,279,698,279,795
795,985,279,698,279,985
643,732,766,501,732,643
643,732,766,501,501,766
643,732,766,501,643,501
362,932,465,252,932,465
362,932,465,252,465,932
362,932,465,252,252,465
371,60,274,874,274,60
371,60,274,874,274,874
371,60,274,874,371,874
256,819,554,149,149,819
256,819,554,149,554,819
256,819,554,149,149,256
365,537,940,270,537,940
365,537,940,270,270,940
365,537,940,270,270,940
864,307,276,453,276,864
864,307,276,453,453,864
864,307,276,453,453,864
392,222,573,105,105,222
392,222,573,105,105,222
392,222,573,105,105,573
213,838,762,588,588,762
213,838,762,588,588,838
213,838,762,588,588,762
937,27,112,126,126,112
937,27,112,126,112,27
937,27,112,126,27,937
890,755,559,557,755,557
890,755,559,557,557,755
890,755,559,557,557,755
795,340,95,51,340,795
795,340,95,51,795,95
103,18,293,502,502,293
103,18,293,502,103,18
554,727,846,311,554,727
554,727,846,311,554,846
128,302,394,640,394,302
128,302,394,640,394,302
264,413,785,862,264,413
264,413,785,862,264,785
207,868,831,472,207,868
207,868,831,472,207,868
116,46,930,42,46,930
116,46,930,42,46,930
766,166,738,972,766,972
766,166,738,972,972,166
770,227,200,321,227,770
770,227,200,321,227,770
619,525,642,169,169,619
619,525,642,169,525,619
619,525,642,169,169,619
643,597,478,886,597,886
643,597,478,886,597,886
643,597,478,886,478,886
539,628,850,749,628,850
539,628,850,749,539,850
539,628,850,749,749,628
961,118,877,753,118,753
961,118,877,753,118,877
961,118,877,753,118,961
526,332,506,681,526,681
526,332,506,681,526,332
526,332,506,681,526,681
310,517,434,92,517,434
310,517,434,92,517,434
310,517,434,92,517,434
391,376,543,305,376,543
391,376,543,305,376,391
391,376,543,305,543,391
700,617,875,450,617,700
700,617,875,450,617,700
700,617,875,450,617,700
882,497,769,834,497,769
882,497,769,834,497,769
882,497,769,834,497,882
8,423,366,40,8,423
8,423,366,40,40,423
8,423,366,40,40,423
994,841,191,860,841,994
994,841,191,860,841,994
994,841,191,860,841,994
752,946,843,359,359,843
752,946,843,359,359,843
830,217,621,473,217,830
830,217,621,473,473,830
312,44,11,717,44,717
312,44,11,717,44,717
978,731,498,235,498,978
978,731,498,235,498,978
214,499,933,552,499,933
214,499,933,552,214,933
695,700,460,388,695,700
695,700,460,388,460,700
695,700,460,388,460,700
973,267,584,568,568,584
973,267,584,568,267,584
973,267,584,568,267,973
898,112,716,480,480,716
898,112,716,480,480,112
898,112,716,480,898,716
685,458,827,158,158,458
685,458,827,158,158,827
685,458,827,158,827,685
183,67,369,177,183,369
183,67,369,177,177,67
183,67,369,177,177,67
418,628,926,345,418,926
418,628,926,345,418,926
418,628,926,345,628,926
985,868,677,668,668,868
985,868,677,668,668,677
985,868,677,668,668,868
605,536,866,180,180,866
605,536,866,180,605,866
605,536,866,180,180,536
963,32,783,527,32,963
963,32,783,527,32,783
963,32,783,527,32,963
704,771,178,456,178,771
704,771,178,456,178,456
704,771,178,456,178,456
80,801,666,938,80,801
80,801,666,938,666,801
80,801,666,938,80,801
77,785,913,291,291,785
77,785,913,291,291,785
77,785,913,291,291,785
15,737,749,167,15,737
15,737,749,167,749,15
15,737,749,167,749,737
976,580,160,134,134,580
976,580,160,134,134,976
976,580,160,134,976,580
173,113,807,408,113,173
173,113,807,408,113,807
173,113,807,408,173,408
662,484,267,309,267,662
662,484,267,309,309,484
841,229,900,577,229,841
841,229,900,577,841,577
307,45,754,206,307,45
307,45,754,206,307,45
595,41,598,486,486,598
595,41,598,486,595,486
530,941,473,298,941,530
530,941,473,298,530,941
425,966,102,374,102,425
425,966,102,374,425,102
425,966,102,374,425,966
150,909,563,899,909,150
150,909,563,899,909,899
150,909,563,899,909,899
685,599,537,478,599,685
685,599,537,478,599,537
685,599,537,478,599,685
246,69,266,500,266,246
246,69,266,500,266,246
246,69,266,500,266,500
89,625,105,468,89,468
89,625,105,468,89,468
89,625,105,468,89,625
173,653,140,80,80,173
173,653,140,80,173,653
173,653,140,80,80,173
358,581,235,913,581,358
358,581,235,913,235,358
358,581,235,913,235,358
352,233,892,756,233,892
352,233,892,756,233,756
352,233,892,756,233,352
95,351,921,837,351,837
95,351,921,837,351,837
95,351,921,837,95,921
942,397,619,712,397,712
942,397,619,712,397,712
942,397,619,712,397,712
292,800,336,22,336,292
292,800,336,22,292,800
292,800,336,22,336,800
903,795,633,740,795,903
903,795,633,740,795,740
903,795,633,740,633,903
778,107,353,874,778,353
778,107,353,874,107,874
778,107,353,874,107,353
287,281,182,487,182,281
287,281,182,487,182,287
287,281,182,487,182,281
701,413,731,463,701,463
701,413,731,463,463,701
701,413,731,463,413,463
538,182,304,942,182,538
538,182,304,942,182,942
292,516,825,414,292,414
292,516,825,414,825,516
458,940,949,180,949,940
458,940,949,180,458,940
979,192,756,624,979,624
979,192,756,624,192,979
572,647,627,819,572,627
572,647,627,819,647,627
454,961,276,207,276,961
454,961,276,207,276,961
454,961,276,207,276,961
302,436,240,237,240,436
302,436,240,237,237,436
302,436,240,237,240,237
981,174,929,583,174,583
981,174,929,583,929,583
981,174,929,583,981,174
747,811,912,902,912,811
747,811,912,902,912,811
747,811,912,902,912,811
771,401,204,164,204,164
771,401,204,164,401,164
771,401,204,164,204,164
694,563,635,883,635,694
694,563,635,883,563,694
694,563,635,883,883,694
789,355,749,980,980,789
789,355,749,980,355,789
789,355,749,980,355,789
110,661,450,29,29,450
110,661,450,29,450,29
110,661,450,29,29,661
792,364,160,444,160,364
792,364,160,444,160,364
792,364,160,444,444,364
943,230,197,210,230,943
943,230,197,210,230,943
943,230,197,210,230,943
489,134,901,298,134,901
489,134,901,298,134,298
489,134,901,298,134,489
281,715,851,136,715,136
281,715,851,136,715,281
281,715,851,136,715,851
810,402,703,577,402,810
810,402,703,577,402,810
810,402,703,577,402,810
357,882,231,296,296,882
357,882,231,296,296,231
357,882,231,296,231,882
485,973,196,829,485,196
485,973,196,829,829,973
485,973,196,829,485,973
467,107,300,313,107,300
467,107,300,313,107,300
804,524,839,987,524,804
804,524,839,987,987,804
14,874,803,999,14,874
14,874,803,999,14,999
196,185,348,726,348,726
196,185,348,726,196,726
997,50,529,530,529,530
997,50,529,530,997,530
948,664,444,327,948,664
948,664,444,327,444,664
948,664,444,327,444,664
800,548,34,764,34,800
800,548,34,764,800,764
800,548,34,764,548,800
976,316,911,887,976,887
976,316,911,887,976,887
976,316,911,887,976,887
760,891,555,830,555,891
760,891,555,830,555,830
760,891,555,830,555,830
954,509,753,870,509,753
954,509,753,870,954,870
954,509,753,870,509,753
332,742,763,463,763,463
332,742,763,463,332,463
332,742,763,463,332,463
651,857,735,294,294,857
651,857,735,294,294,857
651,857,735,294,294,651
30,472,217,37,30,472
30,472,217,37,30,37
30,472,217,37,217,472
981,537,922,193,922,981
981,537,922,193,981,537
981,537,922,193,981,537
41,937,725,270,270,41
41,937,725,270,270,41
41,937,725,270,270,725
356,623,834,812,834,623
356,623,834,812,834,812
356,623,834,812,834,812
351,6,231,890,6,890
351,6,231,890,6,351
351,6,231,890,6,890
36,108,819,507,108,819
36,108,819,507,507,819
36,108,819,507,108,819
335,974,878,31,31,878
335,974,878,31,31,335
335,974,878,31,31,335
808,612,584,695,584,808
808,612,584,695,695,808
808,612,584,695,612,808
953,842,458,112,112,953
953,842,458,112,112,953
156,845,65,580,845,156
156,845,65,580,580,65
482,624,140,773,482,624
482,624,140,773,482,773
950,397,657,217,217,657
950,397,657,217,217,657
964,529,395,439,529,964
964,529,395,439,529,395
764,17,583,233,17,764
764,17,583,233,233,764
764,17,583,233,17,583
605,239,446,511,605,239
605,239,446,511,446,239
605,239,446,511,605,239
515,780,934,607,934,780
515,780,934,607,934,607
515,780,934,607,934,607
755,144,80,78,78,144
755,144,80,78,78,755
755,144,80,78,80,755
962,35,76,988,35,988
962,35,76,988,35,962
962,35,76,988,35,76
776,881,542,171,776,542
776,881,542,171,542,881
776,881,542,171,776,881
464,702,720,258,464,702
464,702,720,258,258,702
464,702,720,258,464,720
802,175,664,550,175,802
802,175,664,550,802,550
802,175,664,550,550,664
896,869,569,69,69,896
896,869,569,69,69,896
896,869,569,69,69,896
402,612,192,606,402,606
402,612,192,606,192,606
402,612,192,606,402,612
274,751,396,663,274,751
274,751,396,663,663,396
274,751,396,663,274,396
852,389,351,781,389,852
852,389,351,781,389,351
852,389,351,781,389,852
600,444,609,673,600,673
600,444,609,673,600,673
600,444,609,673,600,609
211,369,998,866,211,866
211,369,998,866,866,998
211,369,998,866,211,998
854,823,479,678,479,823
854,823,479,678,479,823
854,823,479,678,854,678
840,660,726,500,500,726
840,660,726,500,660,840
78,975,871,144,78,144
78,975,871,144,78,144
469,744,512,510,510,744
469,744,512,510,510,744
124,880,392,923,124,923
124,880,392,923,124,923
937,701,386,383,386,701
937,701,386,383,701,937
639,349,228,384,349,639
639,349,228,384,639,228
216,642,915,567,642,567
216,642,915,567,216,915
194,340,738,323,194,738
194,340,738,323,340,738
565,709,331,582,582,709
565,709,331,582,582,709
620,833,972,417,620,833
620,833,972,417,833,417
620,833,972,417,417,972
724,810,54,965,54,810
724,810,54,965,724,810
724,810,54,965,54,810
776,528,175,798,175,798
776,528,175,798,776,798
776,528,175,798,175,798
18,855,397,224,397,224
18,855,397,224,397,224
18,855,397,224,397,224
17,634,983,819,17,634
17,634,983,819,17,983
17,634,983,819,17,634
609,517,927,163,517,927
609,517,927,163,517,609
609,517,927,163,163,609
19,579,712,66,579,712
19,579,712,66,579,712
19,579,712,66,579,712
626,128,948,238,128,626
626,128,948,238,238,626
626,128,948,238,128,626
453,566,989,391,453,391
453,566,989,391,453,391
453,566,989,391,566,391
454,799,778,581,581,799
454,799,778,581,454,778
454,799,778,581,581,778
362,485,188,4,485,362
362,485,188,4,4,362
362,485,188,4,485,362
50,499,788,944,499,50
50,499,788,944,499,788
104,783,368,160,160,783
104,783,368,160,104,783
32,163,789,426,163,789
32,163,789,426,32,789
644,649,661,674,644,674
644,649,661,674,644,661
125,210,33,830,33,830
125,210,33,830,33,830
127,955,1,805,127,955
127,955,1,805,955,805
937,536,813,861,937,861
937,536,813,861,937,813
402,269,411,427,427,402
402,269,411,427,427,411
834,501,483,698,483,698
834,501,483,698,483,834
622,401,925,117,925,622
622,401,925,117,401,117
622,401,925,117,117,622
489,6,123,545,6,489
489,6,123,545,489,123
489,6,123,545,123,489
987,241,167,717,167,717
987,241,167,717,167,717
987,241,167,717,241,717
291,560,148,584,291,584
291,560,148,584,148,584
291,560,148,584,560,584
637,280,135,466,280,637
637,280,135,466,135,637
637,280,135,466,637,466
896,645,144,91,144,896
896,645,144,91,91,896
896,645,144,91,91,896
664,320,375,277,320,277
664,320,375,277,277,664
664,320,375,277,277,664
939,624,562,643,562,624
939,624,562,643,939,562
939,624,562,643,562,939
458,957,785,311,957,458
458,957,785,311,785,311
458,957,785,311,785,957
799,195,265,367,367,799
799,195,265,367,367,799
799,195,265,367,367,265
289,46,716,199,199,289
289,46,716,199,46,716
289,46,716,199,289,46
300,561,457,738,457,300
300,561,457,738,457,738
441,683,680,830,680,830
441,683,680,830,683,680
480,623,368,912,480,623
480,623,368,912,912,623
556,13,754,87,87,13
556,13,754,87,754,556
550,218,883,811,883,811
550,218,883,811,218,811
989,575,852,590,590,575
989,575,852,590,989,852
972,902,92,399,92,972
972,902,92,399,92,972
212,708,70,215,70,215
212,708,70,215,212,215
574,82,534,956,574,956
574,82,534,956,956,534
105,818,149,361,149,361
105,818,149,361,149,105
105,818,149,361,149,361
620,17,365,425,365,425
620,17,365,425,365,620
620,17,365,425,365,620
886,117,246,455,117,886
886,117,246,455,117,886
886,117,246,455,117,886
829,976,285,878,829,878
829,976,285,878,976,878
829,976,285,878,976,878
535,57,251,330,57,251
535,57,251,330,57,251
535,57,251,330,57,535
129,626,40,589,40,589
129,626,40,589,129,40
129,626,40,589,129,626
166,778,961,100,778,166
166,778,961,100,961,166
166,778,961,100,100,778
286,717,559,31,31,717
286,717,559,31,31,559
286,717,559,31,31,286
743,718,855,822,822,855
743,718,855,822,822,855
743,718,855,822,718,855
490,898,952,234,490,234
490,898,952,234,952,490
490,898,952,234,234,952
437,241,308,950,241,437
437,241,308,950,308,437
437,241,308,950,241,437
828,728,149,748,149,828
828,728,149,748,149,748
133,489,394,639,394,489
133,489,394,639,133,489
836,643,393,667,393,836
836,643,393,667,393,836
906,576,221,547,547,221
906,576,221,547,547,576
368,543,741,818,818,741
368,543,741,818,543,741
499,204,613,100,499,613
499,204,613,100,499,613
138,101,363,594,138,363
138,101,363,594,101,138
343,45,318,678,318,678
343,45,318,678,318,45
59,447,173,740,447,59
59,447,173,740,447,740
722,532,854,358,854,532
722,532,854,358,854,532
722,532,854,358,532,358
973,863,826,539,539,973
973,863,826,539,539,863
973,863,826,539,539,826
734,438,22,248,438,734
734,438,22,248,22,734
734,438,22,248,22,734
254,759,337,603,254,759
254,759,337,603,337,759
254,759,337,603,254,759
956,159,156,223,956,159
956,159,156,223,159,156
956,159,156,223,159,956
886,236,197,669,197,886
886,236,197,669,236,886
886,236,197,669,197,886
784,405,468,718,405,784
784,405,468,718,468,784
784,405,468,718,468,784
359,919,498,944,359,919
359,919,498,944,359,919
359,919,498,944,359,498
597,829,546,331,597,829
597,829,546,331,829,546
597,829,546,331,597,546
593,201,850,875,593,850
593,201,850,875,201,875
593,201,850,875,593,850
282,486,526,466,526,466
282,486,526,466,526,486
282,486,526,466,282,486
299,747,552,856,747,299
299,747,552,856,552,299
333,711,891,528,333,891
333,711,891,528,333,711
544,320,611,689,544,689
544,320,611,689,544,689
319,805,287,567,319,287
319,805,287,567,319,287
445,771,265,216,771,265
445,771,265,216,265,771
992,130,779,638,130,638
992,130,779,638,992,638
182,996,763,510,510,763
182,996,763,510,182,763
761,719,728,134,134,761
761,719,728,134,134,761
616,343,421,127,616,421
616,343,421,127,127,343
467,123,579,52,579,123
467,123,579,52,52,467
467,123,579,52,52,579
758,363,757,572,363,757
758,363,757,572,363,757
758,363,757,572,363,757
669,594,383,973,594,973
669,594,383,973,594,669
669,594,383,973,383,669
576,893,647,273,893,576
576,893,647,273,273,576
576,893,647,273,893,576
60,832,541,741,541,741
60,832,541,741,541,741
60,832,541,741,832,741
999,178,811,440,178,811
999,178,811,440,178,811
999,178,811,440,440,811
952,676,836,487,952,676
952,676,836,487,952,836
952,676,836,487,952,676
300,649,364,853,853,300
300,649,364,853,300,364
300,649,364,853,300,364
295,195,498,687,687,295
295,195,498,687,195,295
295,195,498,687,687,195
737,147,224,180,224,147
737,147,224,180,224,180
737,147,224,180,737,224
198,322,923,976,976,923
198,322,923,976,976,923
198,322,923,976,976,923
299,570,104,308,308,299
299,570,104,308,308,299
646,167,539,105,167,105
646,167,539,105,105,646
154,113,558,385,113,154
154,113,558,385,113,385
991,156,376,594,376,156
991,156,376,594,376,156
991,156,376,594,376,991
723,196,578,995,995,578
723,196,578,995,995,578
723,196,578,995,995,578
937,881,758,170,881,937
937,881,758,170,937,170
937,881,758,170,937,758
976,599,88,920,599,976
976,599,88,920,599,920
976,599,88,920,599,920
215,86,886,642,642,886
215,86,886,642,215,886
215,86,886,642,642,215
912,416,553,788,553,788
912,416,553,788,912,788
912,416,553,788,553,788
272,576,32,747,32,576
272,576,32,747,32,576
272,576,32,747,272,747
819,961,407,300,961,819
819,961,407,300,407,819
819,961,407,300,300,407
355,547,953,132,132,953
355,547,953,132,132,953
355,547,953,132,132,953
965,925,847,189,965,189
965,925,847,189,925,847
965,925,847,189,965,189
84,776,34,208,34,208
84,776,34,208,84,776
84,776,34,208,84,208
655,418,374,709,374,655
655,418,374,709,418,709
655,418,374,709,418,655
502,450,572,889,502,889
502,450,572,889,502,889
502,450,572,889,502,450
853,135,602,480,480,602
853,135,602,480,480,602
853,135,602,480,480,602
780,229,419,585,229,419
780,229,419,585,229,780
780,229,419,585,229,780
443,647,952,489,952,489
443,647,952,489,952,489
443,647,952,489,952,443
424,26,267,850,267,850
424,26,267,850,26,850
424,26,267,850,267,850
873,431,177,755,177,755
873,431,177,755,431,755
550,349,451,589,349,451
550,349,451,589,589,451
442,395,844,611,395,844
442,395,844,611,395,844
108,893,188,828,108,828
108,893,188,828,893,828
108,893,188,828,893,828
472,542,221,53,542,221
472,542,221,53,53,472
472,542,221,53,53,221
419,324,54,911,419,324
419,324,54,911,324,911
419,324,54,911,324,54
360,832,696,860,360,860
360,832,696,860,360,696
360,832,696,860,360,696
254,67,753,453,67,254
254,67,753,453,254,753
254,67,753,453,254,753
826,38,485,820,38,820
826,38,485,820,38,826
826,38,485,820,38,820
880,356,343,391,356,391
880,356,343,391,356,880
880,356,343,391,356,391
982,24,705,77,982,705
982,24,705,77,24,77
982,24,705,77,24,77
993,52,629,88,993,52
993,52,629,88,993,629
993,52,629,88,88,993
760,659,871,28,28,659
760,659,871,28,760,659
760,659,871,28,871,760
134,976,424,969,976,424
134,976,424,969,976,134
134,976,424,969,134,969
193,92,455,978,193,978
193,92,455,978,92,978
193,92,455,978,193,978
943,39,63,732,39,943
943,39,63,732,63,732
943,39,63,732,39,943
681,44,94,392,44,681
681,44,94,392,44,681
681,44,94,392,44,681
509,726,904,631,509,726
509,726,904,631,509,726
509,726,904,631,509,904
996,14,527,12,996,12
996,14,527,12,12,14
996,14,527,12,12,527
888,636,953,711,636,953
888,636,953,711,636,888
888,636,953,711,636,888
469,179,836,137,137,836
469,179,836,137,179,836
584,835,83,207,83,835
584,835,83,207,83,835
997,706,901,672,997,901
997,706,901,672,997,706
481,827,140,305,481,827
481,827,140,305,140,305
481,827,140,305,481,305
700,521,72,817,521,700
700,521,72,817,521,700
700,521,72,817,521,817
71,331,851,600,71,851
71,331,851,600,71,851
71,331,851,600,71,851
848,34,529,557,34,529
848,34,529,557,529,848
848,34,529,557,529,848
988,544,720,582,582,720
988,544,720,582,544,720
988,544,720,582,988,720
510,945,716,542,510,716
510,945,716,542,510,716
510,945,716,542,510,716
339,155,396,637,637,339
339,155,396,637,637,396
339,155,396,637,155,396
506,18,254,745,506,745
506,18,254,745,254,745
506,18,254,745,18,745
174,104,693,951,174,693
174,104,693,951,174,693
174,104,693,951,951,693
189,107,790,821,107,189
189,107,790,821,107,790
189,107,790,821,107,189
602,282,201,728,728,602
602,282,201,728,282,602
602,282,201,728,201,602
585,849,269,144,269,849
585,849,269,144,269,849
585,849,269,144,269,849
640,850,503,191,640,503
640,850,503,191,503,850
640,850,503,191,191,503
374,205,74,112,74,374
374,205,74,112,374,74
374,205,74,112,205,112
789,250,392,391,250,392
789,250,392,391,392,789
789,250,392,391,250,789
293,653,465,719,465,293
293,653,465,719,653,293
293,653,465,719,719,465
652,266,553,377,553,652
652,266,553,377,553,652
652,266,553,377,553,652
145,995,505,628,995,628
145,995,505,628,628,145
636,219,978,856,636,978
636,219,978,856,636,978
58,581,43,234,234,58
58,581,43,234,43,234
683,811,233,721,683,811
683,811,233,721,233,811
683,811,233,721,721,811
334,266,708,572,266,708
334,266,708,572,266,572
334,266,708,572,334,708
755,136,788,807,136,788
755,136,788,807,136,755
755,136,788,807,136,788
573,715,931,930,715,573
573,715,931,930,573,931
573,715,931,930,715,573
780,885,135,515,515,780
780,885,135,515,135,885
780,885,135,515,515,780
372,457,794,280,372,794
372,457,794,280,457,794
372,457,794,280,280,794
608,898,54,134,134,54
608,898,54,134,134,608
608,898,54,134,134,898
967,242,778,553,553,778
967,242,778,553,242,778
967,242,778,553,553,778
815,96,569,659,96,659
815,96,569,659,96,659
815,96,569,659,96,659
980,882,775,158,158,980
980,882,775,158,980,882
980,882,775,158,980,882
983,578,46,558,46,578
983,578,46,558,46,578
983,578,46,558,558,983
61,83,121,210,83,121
61,83,121,210,61,121
61,83,121,210,61,121
92,550,632,943,632,943
92,550,632,943,632,92
92,550,632,943,92,632
975,579,599,520,599,520
975,579,599,520,599,975
975,579,599,520,599,975
512,98,502,583,512,502
512,98,502,583,502,583
512,98,502,583,512,583
552,606,48,207,552,207
552,606,48,207,552,606
552,606,48,207,552,48
177,744,577,443,177,744
177,744,577,443,177,744
177,744,577,443,177,577
492,630,622,30,492,622
492,630,622,30,30,630
513,975,284,312,284,513
513,975,284,312,513,312
139,22,442,375,139,375
139,22,442,375,139,442
186,125,49,349,49,186
186,125,49,349,349,186
186,125,49,349,49,186
62,317,879,610,62,879
62,317,879,610,317,879
62,317,879,610,610,879
214,414,509,527,509,414
214,414,509,527,214,509
214,414,509,527,214,414
519,344,70,672,70,519
519,344,70,672,70,519
519,344,70,672,344,519
468,289,557,443,557,289
468,289,557,443,468,289
468,289,557,443,557,289
857,932,341,297,297,857
857,932,341,297,297,857
857,932,341,297,297,341
461,807,114,970,970,807
461,807,114,970,970,807
461,807,114,970,461,807
827,659,241,53,53,659
827,659,241,53,241,659
827,659,241,53,53,827
982,334,201,889,982,889
982,334,201,889,982,201
982,334,201,889,982,889
489,596,759,109,109,759
489,596,759,109,596,489
489,596,759,109,109,489
895,690,639,5,5,639
895,690,639,5,5,895
895,690,639,5,5,895
242,218,29,37,218,37
242,218,29,37,218,242
242,218,29,37,218,242
185,58,215,307,185,58
185,58,215,307,307,185
185,58,215,307,307,185
933,971,379,957,379,971
933,971,379,957,957,933
933,971,379,957,379,971
4,255,910,756,4,255
4,255,910,756,4,756
4,255,910,756,4,756
825,208,847,292,292,825
825,208,847,292,825,847
825,208,847,292,825,208
177,927,819,39,177,927
177,927,819,39,177,927
177,927,819,39,39,819
754,170,979,394,394,979
754,170,979,394,170,979
992,987,270,884,992,884
992,987,270,884,270,884
195,896,352,196,195,896
195,896,352,196,196,896
764,708,46,644,46,764
764,708,46,644,46,764
126,257,84,457,126,457
126,257,84,457,126,84
728,988,102,408,102,408
728,988,102,408,728,408
516,891,956,670,956,891
516,891,956,670,516,956
453,813,347,827,453,827
453,813,347,827,453,813
808,854,452,640,854,808
808,854,452,640,452,808
678,722,873,624,678,873
678,722,873,624,678,873
678,722,873,624,678,624
739,627,664,743,743,627
739,627,664,743,627,664
739,627,664,743,627,743
206,797,9,74,206,797
206,797,9,74,9,797
206,797,9,74,9,74
372,904,407,889,372,889
372,904,407,889,372,889
372,904,407,889,372,904
874,730,159,909,909,730
874,730,159,909,909,730
874,730,159,909,909,730
973,484,888,613,484,973
973,484,888,613,613,973
973,484,888,613,973,888
904,386,285,397,386,904
904,386,285,397,397,386
904,386,285,397,386,904
129,719,468,428,129,428
129,719,468,428,129,428
129,719,468,428,468,428
481,99,916,254,99,254
481,99,916,254,99,481
481,99,916,254,99,481
856,17,368,400,400,856
856,17,368,400,17,400
856,17,368,400,400,856
781,447,691,695,447,781
781,447,691,695,447,781
781,447,691,695,447,691
652,961,388,394,394,652
652,961,388,394,394,961
695,4,359,540,359,4
695,4,359,540,4,695
192,376,250,171,376,192
192,376,250,171,376,192
565,34,846,679,565,846
565,34,846,679,565,679
668,449,975,810,668,810
668,449,975,810,449,975
839,443,546,791,443,546
839,443,546,791,546,791
779,452,502,83,502,779
779,452,502,83,83,779
181,609,793,623,181,623
181,609,793,623,793,609
591,544,469,335,469,335
591,544,469,335,544,335
702,470,642,510,510,702
702,470,642,510,510,702
702,470,642,510,510,702
618,928,380,437,618,437
618,928,380,437,618,928
618,928,380,437,380,928
222,255,847,445,255,222
222,255,847,445,255,847
222,255,847,445,255,222
461,418,198,692,418,198
461,418,198,692,418,692
461,418,198,692,418,692
610,985,214,650,610,650
610,985,214,650,214,650
610,985,214,650,214,610
511,110,261,143,261,511
511,110,261,143,261,511
511,110,261,143,261,511
885,119,422,273,119,885
885,119,422,273,273,885
885,119,422,273,273,885
604,881,503,155,604,503
604,881,503,155,604,881
604,881,503,155,604,503
887,162,113,752,113,887
887,162,113,752,113,887
887,162,113,752,113,752
884,616,429,386,386,884
884,616,429,386,386,429
884,616,429,386,386,429
972,215,821,114,114,972
972,215,821,114,114,821
972,215,821,114,215,972
795,772,507,6,6,772
795,772,507,6,795,772
671,388,248,492,492,248
671,388,248,492,388,671
751,573,309,163,573,309
751,573,309,163,163,573
